	German_voc	French_voc	Aligned	Thème	Page	Rectangle	German_Noun	is_taken	Nom_recherché	identifiant
37	die Trockenlegung	l’assèchement 	True	Monde	05	1	die Trockenlegung	True	Trockenlegung	1170
38	ein Moor trocken-legen	assécher un arais	True	Monde	05	1		False		1171
39	der Abzugsgraben,', die Rinne, n	la rigle	True	Monde	05	1	der Abzugsgraben	True	Abzugsgraben	1172
40	"der Graben, """	le ossé	True	Monde	05	1	der Graben	True	Graben	1173
41	das Wadi, s	loued 	True	Monde	05	1	das Wadi	True	Wadi	1174
42	versiegen* ; versiegt sein	se tarir ; être tari/à sec	True	Monde	05	1		False		1175
43	"der Kanal, ""e"	le canal	True	Monde	05	1	der Kanal	True	Kanal	1176
44	die Schleuse, n	l'écluse 	True	Monde	05	1	die Schleuse	True	Schleuse	1177
45	der Schleusenwärter, -	léclusier 	True	Monde	05	1	der Schleusenwärter	True	Schleusenwärter	1178
46	das Schleusentor	la vanne	True	Monde	05	1	das Schleusentor	True	Schleusentor	1179
47	die Schleusenkammer, n	le sas	True	Monde	05	1	die Schleusenkammer	True	Schleusenkammer	1180
48	das Schleusenbecken, -	le bief	True	Monde	05	1	das Schleusenbecken	True	Schleusenbecken	1181
49	strom-, flussaufwärts	en amont	True	Monde	05	1		False		1182
50	strom-, fluss-, talabwärts	en aval	True	Monde	05	1		False		1183
51	oberhalb+G	en amont de/au-dessus de	True	Monde	05	1		False		1184
52	unterhalb+G	en aval de/au-dessous de	True	Monde	05	1		False		1185
53	das Stauwerk, e, die Talsperre, n	le barrage	True	Monde	05	1	das Stauwerk	True	Stauwerk	1186
54	"der Staudamm, ""e"	la digue de retenue	True	Monde	05	1	der Staudamm	True	Staudamm	1187
55	"der Dammbruch, ""&"	la rupture de digue	True	Monde	05	1	der Dammbruch	True	Dammbruch	1188
56	der (Binnen)see, n	le lac	True	Monde	05	1	der (Binnen)see	True	(Binnen)see	1189
57	der Stausee	le lac de retenue	True	Monde	05	1	der Stausee	True	Stausee	1190
58	ein künstlich angelegter See	un lac artificiel	True	Monde	05	1		False		1191
59	der Teich, e	l'étang 	True	Monde	05	1	der Teich	True	Teich	1192
60			True	Monde	05	1		False		1193
61			True	Monde	05	1		False		1194
0	das Hochdruckgebiet, e	la zone de haute pression	True	Monde	06	0	das Hochdruckgebiet	True	Hochdruckgebiet	1195
1	die Feuchtigkeit ; feucht	l'humidité ; humide	True	Monde	06	0	die Feuchtigkeit	True	Feuchtigkeit	1196
2	die Verdunstung ; verdunsten*	l'évaporation ; s'évaporer	True	Monde	06	0	die Verdunstung	True	Verdunstung	1197
3	die Kaltfront, Warmfront	le front roid, chaud	True	Monde	06	0	die Kaltfront	True	Kaltfront	1198
4	die Wetterbesserung	l'amélioration 	True	Monde	06	0	die Wetterbesserung	True	Wetterbesserung	1199
5	besser werden	s'améliorer	True	Monde	06	0		False		1200
6	die Aufheiterung, en	l’éclaircie /l'embellie 	True	Monde	06	0	die Aufheiterung	True	Aufheiterung	1201
7	Es klärt sich auf.	Le temps s'éclaircit.	True	Monde	06	0		False		1202
8	die Störung, en	la perturbation	True	Monde	06	0	die Störung	True	Störung	1203
9	der Witterungsumschlag	le changement de temps	True	Monde	06	0	der Witterungsumschlag	True	Witterungsumschlag	1204
10	sich verschlechtern	se dégrader	True	Monde	06	0		False		1205
11	wechselhaft/veränderlich	variable	True	Monde	06	0		False		1206
12	unbeständig	instable	True	Monde	06	0		False		1207
13	die Wärme ; die Hitze	la chaleur ; la grande chaleur	True	Monde	06	0	"die Wärme
die"	True	"Wärme
die"	1208
14	die Hitzewelle, n	la vague de chaleur	True	Monde	06	0	die Hitzewelle	True	Hitzewelle	1209
15	die Schwüle	la chaleur lourde	True	Monde	06	0	die Schwüle	True	Schwüle	1210
16	Es weht kein Lüftchen.	Il n'y a pas un souffle d’air.	True	Monde	06	0		False		1211
17	Es ist warm, heiß, schwül.	Il ait chaud, très chaud, lourd.	True	Monde	06	0		False		1212
18	Es ist drückend heiß.	Il ait une chaleur accablante.	True	Monde	06	0		False		1213
19	Mir ist warm, heiß.	J'ai chaud, très chaud.	True	Monde	06	0		False		1214
20	vor Hitze vergehen‘, i, a	mourir de chaleur	True	Monde	06	0		False		1215
21	in den Schatten gehen“, I, a	aller/se ettre à l'ombre	True	Monde	06	0		False		1216
22	im Schatten gehen‘, |, a	marcher à l'ombre	True	Monde	06	0		False		1217
23	die Hundstagshitze	la canicule, la chaleur caniculaire	True	Monde	06	0	die Hundstagshitze	True	Hundstagshitze	1218
24	die Trockenheit ‚trocken	la sécheresse ; sec	True	Monde	06	0	die Trockenheit	True	Trockenheit	1219
25	die Dürre, n	la grande sécheresse	True	Monde	06	0	die Dürre	True	Dürre	1220
26	die Milde	la douceur, la tiédeur	True	Monde	06	0	die Milde	True	Milde	1221
27	mild	doux, tiède	True	Monde	06	0		False		1222
28	die Frische, die Kühle ; frisch, kühl	la raicheur : rais	True	Monde	06	0	die Frische	True	Frische	1223
29	Es ist frischer/kühler geworden.	Le temps s'est rafraichi.	True	Monde	06	0		False		1224
30	die Kälte	le roid	True	Monde	06	0	die Kälte	True	Kälte	1225
31	"der Frost, ""e"	la gelée, le gel	True	Monde	06	0	der Frost	True	Frost	1226
32	Es ist mir kalt.	J'ai roid.	True	Monde	06	0		False		1227
33	kälteempfindlich sein	être rileux	True	Monde	06	0		False		1228
34	vor Kälte zittern	trembler de roid	True	Monde	06	0		False		1229
35	Es ist kalt, eisig kalt.	Il ait roid, un roid glacial.	True	Monde	06	0		False		1230
36	Es ist nasskalt.	I! ait un roid humide.	True	Monde	06	0		False		1231
37	Es herrscht eine Hundekälte, (fam)	Il ait un roid de canard.	True	Monde	06	0		False		1232
38	frieren, 0, 0; es friert	geler : il gèle	True	Monde	06	0		False		1233
39	Ich friere.	le gèle/le suis gelé.	True	Monde	06	0		False		1234
40	ganz durchgefroren sein	être transi, rigorifié	True	Monde	06	0		False		1235
41	im Schnee erfrieren*, 0, 0	mourir de roid dans la neige	True	Monde	06	0		False		1236
42	Die Finger sind ihm erfroren.	Il a eu les doigts gelés.	True	Monde	06	0		False		1237
43	das Eis ; das Glatteis	la glace ; le verglas	True	Monde	06	0	"das Eis
das"	True	"Eis
das"	1238
44	vereisen*	se couvrir de glace	True	Monde	06	0		False		1239
45	eine vereiste/eisglatte Straße	une route verglacée	True	Monde	06	0		False		1240
46	zu-frieren*, 0, 0	geler 	True	Monde	06	0		False		1241
47	Das Schiff ist auf dem See eingefroren.	| Le bateau a été pris dans les glaces du lac.	True	Monde	06	0		False		1242
48	der Schnee	la neige	True	Monde	06	0	der Schnee	True	Schnee	1243
49	schneien : es schneit	| neiger : il neige	True	Monde	06	0		False		1244
50	die Schneeflocke, n	: le lacon de neige	True	Monde	06	0	die Schneeflocke	True	Schneeflocke	1245
51	die Schneedecke	| la couche de neige	True	Monde	06	0	die Schneedecke	True	Schneedecke	1246
52	der Harsch	la neige gelée	True	Monde	06	0	der Harsch	True	Harsch	1247
53	der Pulverschnee	la neige poudreuse	True	Monde	06	0	der Pulverschnee	True	Pulverschnee	1248
54	das Schneetreiben/Schneegestöber	la tourmente de neige	True	Monde	06	0	"das Schneetreiben
das"	True	"Schneetreiben
das"	1249
55	die Schneewehe, n	la congère	True	Monde	06	0	die Schneewehe	True	Schneewehe	1250
56	das Tauwetter ; auf-tauen*	| le dégel ; dégeler	True	Monde	06	0	das Tauwetter	True	Tauwetter	1251
57	Es taut./Wir haben Tauwetter.	| C'est le dégel./ : Le temps est au dégel.	True	Monde	06	0		False		1252
58	die Schneeschmelze	la onte des neiges	True	Monde	06	0	die Schneeschmelze	True	Schneeschmelze	1253
59	schmelzen*, 0, 0, i	fondre	True	Monde	06	0		False		1254
0	das Klima, s/te	le climat	True	Monde	06	1	das Klima	True	Klima	1255
1	die Klimakunde |	la climatologie	True	Monde	06	1	die Klimakunde	True	Klimakunde	1256
2	das Landklima/Kontinentalklima	le climat continental	True	Monde	06	1	"das Landklima
das"	True	"Landklima
das"	1257
3	das Gebirgsklima/Höhenklima	le climat de ontagne	True	Monde	06	1	"das Gebirgsklima
das"	True	"Gebirgsklima
das"	1258
4	das Seeklima	le climat aritime	True	Monde	06	1	das Seeklima	True	Seeklima	1259
5	das ozeanische Klima |	le climat océanique	True	Monde	06	1		False		1260
6	das Tropanklima/das tropische Klima	le climat tropical	True	Monde	06	1		False		1261
7	in den Tropen fol Ä	sous les tropiques 	True	Monde	06	1		False		1262
8	ein rauhes Klima	un climat rude, rigoureux	True	Monde	06	1		False		1263
9	gesund	salubre, sain	True	Monde	06	1		False		1264
10	ungesund	insalubre	True	Monde	06	1		False		1265
11	das Wetter, /die Witterung	le temps 	True	Monde	06	1	das Wetter	True	Wetter	1266
12	die Weiterkunde, der Wetterdienst	la étéo	True	Monde	06	1	die Weiterkunde	True	Weiterkunde	1267
13	die \Vettervorhersage, n	les prévisions météorologiques	True	Monde	06	1	die \Vettervorhersage	True	\Vettervorhersage	1268
14	der Wetterbericht, e	le bulletin étéorologique	True	Monde	06	1	der Wetterbericht	True	Wetterbericht	1269
15	die Wetterlage, n	la situation du temps	True	Monde	06	1	die Wetterlage	True	Wetterlage	1270
16	die \Vetterkarte, n	la carte étéorologique	True	Monde	06	1	die \Vetterkarte	True	\Vetterkarte	1271
17	die Erdatmosphäre	l'atmosphère terrestre	True	Monde	06	1	die Erdatmosphäre	True	Erdatmosphäre	1272
18	"die Luft, ""e"	l’air 	True	Monde	06	1	die Luft	True	Luft	1273
19	die Luftschichten fpl	les couches ; d'air	True	Monde	06	1	die Luftschichten	True	Luftschichten	1274
20	die Luftmassen	les asses d'air	True	Monde	06	1	die Luftmassen	True	Luftmassen	1275
21	die Troposphäre	la troposphère	True	Monde	06	1	die Troposphäre	True	Troposphäre	1276
22	die Straiosphäre	la stratosphère	True	Monde	06	1	die Straiosphäre	True	Straiosphäre	1277
23	die Temperatur, en	la température	True	Monde	06	1	die Temperatur	True	Temperatur	1278
24	steigen“, ie, ie	être en hausse	True	Monde	06	1		False		1279
25	fallen‘, ie, a,ä	être en baisse	True	Monde	06	1		False		1280
26	die Durchschnittstemperatur	la température oyenne	True	Monde	06	1	die Durchschnittstemperatur	True	Durchschnittstemperatur	1281
27	das Thermometer	le thermomètre	True	Monde	06	1	das Thermometer	True	Thermometer	1282
28	10 Grad über, unter null zeigen	Indiquer 10 degrés au-dessus, au-dessous de zéro	True	Monde	06	1		False		1283
29	der Luftdruck	la pression atmosphérique	True	Monde	06	1	der Luftdruck	True	Luftdruck	1284
30	das Barometer, -	le baromètre	True	Monde	06	1	das Barometer	True	Barometer	1285
31	die Quecksilbersäule	la colonne de ercure	True	Monde	06	1	die Quecksilbersäule	True	Quecksilbersäule	1286
32	auf Regen, auf schön, beständig schön stehen, a, a	êire à la pluie, au beau, au beau ixe	True	Monde	06	1		False		1287
33	die Isobare, n	l'isgbare 	True	Monde	06	1	die Isobare	True	Isobare	1288
34	das Tief, s	la dépression, le cyclone	True	Monde	06	1	das Tief	True	Tief	1289
35	das Hoch, s	l'anticyclone 	True	Monde	06	1	das Hoch	True	Hoch	1290
36	das Tiefdruckgebiet, e	la zone de basse pression	True	Monde	06	1	das Tiefdruckgebiet	True	Tiefdruckgebiet	1291
0	Der Schnee ist geschmolzen.	La neige a ondu.	True	Monde	07	0		False		1292
1	der Schnegmatsch	la neige ondue	True	Monde	07	0	der Schnegmatsch	True	Schnegmatsch	1293
2	der Eisgang	la débâcle	True	Monde	07	0	der Eisgang	True	Eisgang	1294
3	die Wolke, n	le nuage	True	Monde	07	0	die Wolke	True	Wolke	1295
4	die Bewölkung	les nuages , la nébulosité	True	Monde	07	0	die Bewölkung	True	Bewölkung	1296
5	die Haufenwolke/der Kumulus, Ii	le cumulus	True	Monde	07	0	"die Haufenwolke
der"	True	"Haufenwolke
der"	1297
6	die Federwolke/der Cirrus, ri	le cirrus	True	Monde	07	0	"die Federwolke
der"	True	"Federwolke
der"	1298
7	der Cirrokumulus/die Schäfchenwolke	le cirro-cumulus/le nuage moutonné	True	Monde	07	0	"der Cirrokumulus
die"	True	"Cirrokumulus
die"	1299
8	die Regenwolke/der Nimbus (vx)	le nimbus	True	Monde	07	0		False		1300
9	die Schichtwolke/der Stratus, ti	le stratus	True	Monde	07	0	"die Schichtwolke
der"	True	"Schichtwolke
der"	1301
10	ein bewölkter Himmel	un ciel nuageux, un ciel bas	True	Monde	07	0		False		1302
11	ein wolkenloser Himmel	un ciel dégagé, sans nuages	True	Monde	07	0		False		1303
12	sich (mit Wolken) bedecken	se couvrir 	True	Monde	07	0		False		1304
13	der Regen; im Regen	la pluie; sous la pluie	True	Monde	07	0	der Regen	True	Regen	1305
14	die Regenfälle mp/	les pluies, les chutes de pluie	True	Monde	07	0	die Regenfälle	True	Regenfälle	1306
15	die Niederschläge mpl	les précipitations 	True	Monde	07	0	die Niederschläge	True	Niederschläge	1307
16	die Niederschlagsmenge	la pluviosité	True	Monde	07	0	die Niederschlagsmenge	True	Niederschlagsmenge	1308
17	der Niederschlagsmesser, -	le pluviomètre	True	Monde	07	0	der Niederschlagsmesser	True	Niederschlagsmesser	1309
18	die Regenzeit	la saison des pluies	True	Monde	07	0	die Regenzeit	True	Regenzeit	1310
19	ein regnerischer Tag	une journée pluvieuse	True	Monde	07	0		False		1311
20	ein trübes Wetter	un temps aussade	True	Monde	07	0		False		1312
21	regnen : es regnet	pleuvoir : il pleut	True	Monde	07	0		False		1313
22	der Regentropfen, -	la goutte de pluie	True	Monde	07	0	der Regentropfen	True	Regentropfen	1314
23	tröpfeln : es tröpfelt	pleuvasser : il pleuvasse	True	Monde	07	0		False		1315
24	der Regenschauer, -, der Platzregen, -	l'averse 	True	Monde	07	0	der Regenschauer	True	Regenschauer	1316
25	"der Regenguss, ""e"	l'ondée 	True	Monde	07	0	der Regenguss	True	Regenguss	1317
26	der Aprilschauer, -	la giboulée de mars	True	Monde	07	0	der Aprilschauer	True	Aprilschauer	1318
27	gießen, o, ossen	pleuvoir fort	True	Monde	07	0		False		1319
28	Es gießt (in Strömen).	Il pleut à verse/à torrents.	True	Monde	07	0		False		1320
29	"der Wolkenbruch,""e"	la pluie torrentielle, diluvienne	True	Monde	07	0	der Wolkenbruch	True	Wolkenbruch	1321
30	die Sintflut	le déluge	True	Monde	07	0	die Sintflut	True	Sintflut	1322
31	Was für ein Unwetter !	Quel auvais temps !	True	Monde	07	0		False		1323
32	das Gewitter	l’orage 	True	Monde	07	0	das Gewitter	True	Gewitter	1324
33	gewittrig : es sieht gewittrig aus	orageux : il ait orageux	True	Monde	07	0		False		1325
34	ein heftiges Gewitter	un vilent orage	True	Monde	07	0		False		1326
35	drohen ;nahen*	menacer ; approcher	True	Monde	07	0		False		1327
36	weiter-ziehen”, 0, 0	s'éloigner	True	Monde	07	0		False		1328
37	los-brechen*, a, o, |	éclater	True	Monde	07	0		False		1329
38	nieder--gehen*, i, a (über+D)	s'abattre	True	Monde	07	0		False		1330
39	der Blitz, e	l'éclair ; la oudre	True	Monde	07	0	der Blitz	True	Blitz	1331
40	Es blitzt.	Il ya des éclairs.	True	Monde	07	0		False		1332
41	Der Blitz hat eingeschlagen.	La oudre est tombée.	True	Monde	07	0		False		1333
42	vom Blitz getroffen/erschlagen werden	être oudroyé	True	Monde	07	0		False		1334
43	der Blitzableiter, -	le paratonnerre	True	Monde	07	0	der Blitzableiter	True	Blitzableiter	1335
44	der Donner ; donnern	le tonnerre ; tonner	True	Monde	07	0	der Donner	True	Donner	1336
45	Es donnert.	lltonne./Le tonnerre gronde.	True	Monde	07	0		False		1337
46	"der Donnerschlag, ""e"	le coup de tonnerre	True	Monde	07	0	der Donnerschlag	True	Donnerschlag	1338
47	das Wetterleuchten	les éclairs de chaleur	True	Monde	07	0	das Wetterleuchten	True	Wetterleuchten	1339
48	der Regenbogen, -	l’arc-en-ciel 	True	Monde	07	0	der Regenbogen	True	Regenbogen	1340
49	"der Hagel ; das Hagelkorn, ""er"	la grêle ; le grêlon	True	Monde	07	0	"der Hagel
das"	True	"Hagel
das"	1341
50	hageln : es hagelt	grêler : il grêle	True	Monde	07	0		False		1342
51	die Graupeln fpl: es graupelt	le grésil : il tombe du grésil	True	Monde	07	0		False		1343
52	der Nieselregen/der Sprühregen	la bruine/le crachin	True	Monde	07	0	"der Nieselregen
der"	True	"Nieselregen
der"	1344
53	nieseln : es nieselt	bruiner : il bruine	True	Monde	07	0		False		1345
54	der Nebel, -	le brouillard	True	Monde	07	0	der Nebel	True	Nebel	1346
55	der Frühnebel	le brouillard atinal	True	Monde	07	0	der Frühnebel	True	Frühnebel	1347
56	der Frostnebel	le brouillard givrant	True	Monde	07	0	der Frostnebel	True	Frostnebel	1348
57	eine Waschküche (fam)	une purée de poix	True	Monde	07	0		False		1349
58	der leichte Nebel, der Dunst	la brume	True	Monde	07	0		False		1350
59	der Rauhreif	le givre	True	Monde	07	0	der Rauhreif	True	Rauhreif	1351
0	der Tau	la rosée	True	Monde	07	1	der Tau	True	Tau	1352
1	der Reif	la gelée blanche	True	Monde	07	1	der Reif	True	Reif	1353
2	der Wind, e	le vent	True	Monde	07	1	der Wind	True	Wind	1354
3	ein windiger Tag	une journée venteuse	True	Monde	07	1		False		1355
4	das Windmassgerät, e/der Windmasser, -	l'anémomètre 	True	Monde	07	1	das Windmassgerät	True	Windmassgerät	1356
5	die Windstärke, n	la orce du vent	True	Monde	07	1	die Windstärke	True	Windstärke	1357
6	die Wetterfahne, n	la girouette	True	Monde	07	1	die Wetterfahne	True	Wetterfahne	1358
7	wehen, blasen, ie, a, ä	souffler	True	Monde	07	1		False		1359
8	nach-lassen, ie, a, ä, ab-nehmen, a, 0, i	se calmer	True	Monde	07	1		False		1360
9	sich legen, ab-flauen*	tomber, s'apaiser	True	Monde	07	1		False		1361
10	die Windstille, die Flaute, n	le calme plat	True	Monde	07	1	die Windstille	True	Windstille	1362
11	die vorübergehende Windstille	l’accalmie	True	Monde	07	1		False		1363
12	die Luftströmungen fol	les courant atmosphériques	True	Monde	07	1	die Luftströmungen	True	Luftströmungen	1364
13	der Lufthauch	le souffle d'air	True	Monde	07	1	der Lufthauch	True	Lufthauch	1365
14	der Nordwind	le vent du nord	True	Monde	07	1	der Nordwind	True	Nordwind	1366
15	der Nord(ost)wind	la bise	True	Monde	07	1	der Nord(ost)wind	True	Nord(ost)wind	1367
16	der Blizzard, s	le blizzard	True	Monde	07	1	der Blizzard	True	Blizzard	1368
17	der Nordwester/der Nordwestwind	le noroît	True	Monde	07	1	"der Nordwester
der"	True	"Nordwester
der"	1369
18	der Südwestwind	le suroit	True	Monde	07	1	der Südwestwind	True	Südwestwind	1370
19	sich erheben, o, o	se lever	True	Monde	07	1		False		1371
20	um-schlagen*, u, a, ä	tourner	True	Monde	07	1		False		1372
21	der Seewind	le vent du large	True	Monde	07	1	der Seewind	True	Seewind	1373
22	die Brise, n	la brise	True	Monde	07	1	die Brise	True	Brise	1374
23	"; der Windstoß, ""e"	le coup de vent, la bourrasqu	True	Monde	07	1		False		1375
24	die Bö, en	la rafale, le grain	True	Monde	07	1	die Bö	True	Bö	1376
25	"der Sturm, ""e"	la tempête	True	Monde	07	1	der Sturm	True	Sturm	1377
26	Es stürmt.	IL y a de la tempête.	True	Monde	07	1		False		1378
27	toben, wüten	faire rage	True	Monde	07	1		False		1379
28	sich legen	se calmer	True	Monde	07	1		False		1380
29	in einen Sturm geraten‘, ie, a, ä	être pris dans une tempête	True	Monde	07	1		False		1381
30	die Windhose, n	la trombe	True	Monde	07	1	die Windhose	True	Windhose	1382
31	"der Wirbelsturm, ""e, der Zyklon, e"	le cyclone	True	Monde	07	1	der Wirbelsturm	True	Wirbelsturm	1383
32	der Tornardo, s	la tornade	True	Monde	07	1	der Tornardo	True	Tornardo	1384
33	der Orkan, e	l'ouragan 	True	Monde	07	1	der Orkan	True	Orkan	1385
34	der Taifun, e	le typhon	True	Monde	07	1	der Taifun	True	Taifun	1386
35	der Passat, e	l'alizé 	True	Monde	07	1	der Passat	True	Passat	1387
36	der Föhn, e	le ehn	True	Monde	07	1	der Föhn	True	Föhn	1388
37	der Mistral, e	le istral 	True	Monde	07	1	der Mistral	True	Mistral	1389
38	der Monsun, e	la ousson	True	Monde	07	1	der Monsun	True	Monsun	1390
39	der Samum, s/e	le simoun	True	Monde	07	1	der Samum	True	Samum	1391
40	der Schirokko, s	le sirocco	True	Monde	07	1	der Schirokko	True	Schirokko	1392
41	die Tramontana, nen/Tramontane, n	la tramontane	True	Monde	07	1	die Tramontana	True	Tramontana	1393
0	die Geologie	la géologie	True	Monde	08	0	die Geologie	True	Geologie	1394
1	der Geologe, n,n	le géologue	True	Monde	08	0	der Geologe	True	Geologe	1395
2	das Erdzeitalter	Père , la période	True	Monde	08	0	das Erdzeitalter	True	Erdzeitalter	1396
3	das Präkambrium	le précambrien	True	Monde	08	0	das Präkambrium	True	Präkambrium	1397
4	das Paläozoikum	le paléozaïque/l'ère primair	True	Monde	08	0	das Paläozoikum	True	Paläozoikum	1398
