	German_voc	French_voc	Aligned	Thème	Page	Rectangle	German_Noun	is_taken	Nom_recherché
30	der Olivin, e/der Peridot, e	l'olivine 	True	Monde	08	1	der Olivin	True	Olivin
31	der Bimsstein, e	la pierre ponce	True	Monde	08	1	der Bimsstein	True	Bimsstein
32	der Porphyr, e	le porphyre	True	Monde	08	1	der Porphyr	True	Porphyr
33	der Quarz, e	le quartz	True	Monde	08	1	der Quarz	True	Quarz
34	der Rutil, e	le rutile	True	Monde	08	1	der Rutil	True	Rutil
35	der Sand, e; sandig	le sable ; sableux	True	Monde	08	1	der Sand	True	Sand
36	der Schiefer, -	le schiste	True	Monde	08	1	der Schiefer	True	Schiefer
37	der Tonschiefer	le schiste argileux	True	Monde	08	1	der Tonschiefer	True	Tonschiefer
38	der Feuerstein, e	le silex	True	Monde	08	1	der Feuerstein	True	Feuerstein
39	das Silikat/Silicat, e	le silicate	True	Monde	08	1	"das Silikat
das"	True	"Silikat
das"
40	die Kieselerde/Kieselgur	la silice	True	Monde	08	1	"die Kieselerde
die"	True	"Kieselerde
die"
41	kieselhaltig	siliceux	True	Monde	08	1		False	
42	der Antimonglanz/der Antimonit, e	la stibine	True	Monde	08	1	"der Antimonglanz
der"	True	"Antimonglanz
der"
43	das Steinsalz, e	le sel gemme	True	Monde	08	1	das Steinsalz	True	Steinsalz
44	der Serpentin, e	la serpentine	True	Monde	08	1	der Serpentin	True	Serpentin
45	der Talk	le talc	True	Monde	08	1	der Talk	True	Talk
46	der Lehm, e	la terre glaise	True	Monde	08	1	der Lehm	True	Lehm
47	die Schamotte ;feuerfest	_la terre réfractaire ; réfractair	True	Monde	08	1	die Schamottefeuerfest	True	Schamottefeuerfest
48	der Edelstein, e	la pierre précieuse, la gemme	True	Monde	08	1	der Edelstein	True	Edelstein
49	der Halbedelstein, e	la pierre ine, semi-précieuse	True	Monde	08	1	der Halbedelstein	True	Halbedelstein
50	der Schmuckstein, e	la pierre de joaillerie	True	Monde	08	1	der Schmuckstein	True	Schmuckstein
51	ein-fassen	sertir	True	Monde	08	1		False	
52	schleifen, i, i	tailler	True	Monde	08	1		False	
53	der Schliff, e	la taille	True	Monde	08	1	der Schliff	True	Schliff
54	die Facette/Fassette, n	la aceite	True	Monde	08	1	"die Facette
die"	True	"Facette
die"
55	das Karat, e	le carat	True	Monde	08	1	das Karat	True	Karat
56	klar	limpide, pur	True	Monde	08	1		False	
57	vom reinsten Wasser	de la plus belle eau	True	Monde	08	1		False	
58	der Fehler, -	le crapaud	True	Monde	08	1	der Fehler	True	Fehler
59	die Nachahmung, en	limitation	True	Monde	08	1	die Nachahmung	True	Nachahmung
60	-der Strass	le strass	True	Monde	08	1		False	
61	echt ; unecht, falsch	vrai ; aux	True	Monde	08	1		False	
0	die Goldgrube, n	la ine d’or	True	Monde	09	0	die Goldgrube	True	Goldgrube
1	goldhaltig	aurifère	True	Monde	09	0		False	
2	die Golagewinnung	la production aurifère	True	Monde	09	0	die Golagewinnung	True	Golagewinnung
3	der Goldsucher, -, der Goldgräber, -	le chercheur d'or	True	Monde	09	0	der Goldsucher	True	Goldsucher
4	der Goldstaub	la poudre d’or	True	Monde	09	0	der Goldstaub	True	Goldstaub
5	der Goldklumpen, -	la pépite d’or	True	Monde	09	0	der Goldklumpen	True	Goldklumpen
6	das Eisenbergwerk, e	la ine de er	True	Monde	09	0	das Eisenbergwerk	True	Eisenbergwerk
7	die Schwefelgrube, n	la soufrière	True	Monde	09	0	die Schwefelgrube	True	Schwefelgrube
8	die Kaligrude, n	la ine de potasse	True	Monde	09	0	die Kaligrude	True	Kaligrude
9	die Torigrube, n ; der Torf	la tourbière ; la tourbe	True	Monde	09	0	die Torigrube	True	Torigrube
10	das Kohlenbergwerk, e	la ine de charbon	True	Monde	09	0	das Kohlenbergwerk	True	Kohlenbergwerk
11	die Kohle, n	le charbon	True	Monde	09	0	die Kohle	True	Kohle
12	die Steinkohle	la houille	True	Monde	09	0	die Steinkohle	True	Steinkohle
13	die Braunkohle	le lignite	True	Monde	09	0	die Braunkohle	True	Braunkohle
14	der Anthrazit	Fanthracite 	True	Monde	09	0	der Anthrazit	True	Anthrazit
15	das Steinkohlenbergwerk, e	la houillère	True	Monde	09	0	das Steinkohlenbergwerk	True	Steinkohlenbergwerk
16	das Kohlenrevier, e	le bassin houiller	True	Monde	09	0	das Kohlenrevier	True	Kohlenrevier
17	die Grube, n, die Zeche, n	la osse	True	Monde	09	0	die Grube	True	Grube
18	"der Grubeneingang, ""e"	le carreau de la ine	True	Monde	09	0	der Grubeneingang	True	Grubeneingang
19	"der Schacht, ""e"	le puits de ine	True	Monde	09	0	der Schacht	True	Schacht
20	der Stollen, - ; die Strecke, n	la galerie	True	Monde	09	0	der Stollen	True	Stollen
21	das Grubengas	le grisou	True	Monde	09	0	das Grubengas	True	Grubengas
22	die Schlagwetterexplosion, en	le coup de grisou	True	Monde	09	0	die Schlagwetterexplosion	True	Schlagwetterexplosion
23	die Kohlenhalde, n	le terril	True	Monde	09	0	die Kohlenhalde	True	Kohlenhalde
24	der Koks	le coke	True	Monde	09	0	der Koks	True	Koks
25	die Verkokung ; verkoken	la cokéfaction ; cokéfier	True	Monde	09	0	die Verkokung	True	Verkokung
26	das Erdöl	le pétrle	True	Monde	09	0	das Erdöl	True	Erdöl
27	das Ölfeld, er	le champ pétrolifère	True	Monde	09	0	das Ölfeld	True	Ölfeld
28	die Erdölgesellschaft, en	la compagnie pétrolière	True	Monde	09	0	die Erdölgesellschaft	True	Erdölgesellschaft
29	die Bohrung, en	le orage	True	Monde	09	0	die Bohrung	True	Bohrung
30	bohren	forer, prospecter	True	Monde	09	0		False	
31	eine fündige Bohrung	un orage positif	True	Monde	09	0		False	
32	die Off-shore-Bohrung	le orage en er	True	Monde	09	0	die Off-shore-Bohrung	True	Off-shore-Bohrung
33	die Bohrplattform, en, die Bohrinsel, n	la plate-forme de orage	True	Monde	09	0	die Bohrplattform	True	Bohrplattform
34	die Erdölgewinnung, die Erdölförderung	la production pétrolière	True	Monde	09	0	die Erdölgewinnung	True	Erdölgewinnung
35	"der Bohrturm, ""e"	le derrick	True	Monde	09	0	der Bohrturm	True	Bohrturm
36	der Bohrmeißel, -	le trépan	True	Monde	09	0	der Bohrmeißel	True	Bohrmeißel
37	der Bohrkern, &	la carotte	True	Monde	09	0	der Bohrkern	True	Bohrkern
38	die Ölschicht, en	la nappe de pétrle	True	Monde	09	0	die Ölschicht	True	Ölschicht
39	"der Förderturm, ""e"	la tour d'extraction	True	Monde	09	0	der Förderturm	True	Förderturm
40	die Pumpe, n	la pompe	True	Monde	09	0	die Pumpe	True	Pumpe
41	das Barrel, 	le baril	True	Monde	09	0	das Barrel	True	Barrel
42	die Erdölleitung, en	loléoduc 	True	Monde	09	0	die Erdölleitung	True	Erdölleitung
43	der Tanker, -	le pétrolier	True	Monde	09	0	der Tanker	True	Tanker
44	die Petrochemie	la pétrochimie	True	Monde	09	0	die Petrochemie	True	Petrochemie
45	die Erdölraffinerie, n	la raffinerie de pétrle	True	Monde	09	0	die Erdölraffinerie	True	Erdölraffinerie
46	die frakilonierte Destillation	la distillation ractionnée	True	Monde	09	0		False	
47	das Kracken	le craquage	True	Monde	09	0	das Kracken	True	Kracken
48	die Erdölerzeugnisse npi	les produits dérivés du petrle 	True	Monde	09	0	die Erdölerzeugnisse	True	Erdölerzeugnisse
49	das Petroleum	le pétrle lampant	True	Monde	09	0	das Petroleum	True	Petroleum
50	das Heizöl	le uel, le azout	True	Monde	09	0	das Heizöl	True	Heizöl
51	das Benzin	l'essence 	True	Monde	09	0	das Benzin	True	Benzin
52	das Dieselöl	le gazle/gas-oil	True	Monde	09	0	das Dieselöl	True	Dieselöl
53	das Kerosin	le kérosène	True	Monde	09	0	das Kerosin	True	Kerosin
54	das Erdgas	le gaz naturel	True	Monde	09	0	das Erdgas	True	Erdgas
55	das Erdgasvorkommen	le gisement de gaz naturel	True	Monde	09	0	das Erdgasvorkommen	True	Erdgasvorkommen
56	die Ferngasleitung, en	le gazoduc	True	Monde	09	0	die Ferngasleitung	True	Ferngasleitung
57	der Methantanker, -	le éthanier	True	Monde	09	0	der Methantanker	True	Methantanker
0	die Bodenschätze mpl	les ressources du sous-s	True	Monde	09	1	die Bodenschätze	True	Bodenschätze
1	der Bergbau	l'industrie inière	True	Monde	09	1	der Bergbau	True	Bergbau
2	schürfen	prospecter ; exploiter	True	Monde	09	1		False	
3	das Bergwerk, e, die Grube, n	la ine	True	Monde	09	1	das Bergwerk	True	Bergwerk
4	der Bergmann, leute	le ineur	True	Monde	09	1	der Bergmann	True	Bergmann
5	die Förderung	l'extraction 	True	Monde	09	1	die Förderung	True	Förderung
6	etw fördern/ab-bauen (Erz)	extraire qC	True	Monde	09	1		False	
7	der Abbau	l'exploitation 	True	Monde	09	1	der Abbau	True	Abbau
8	der Tagebau	l'exploitation à ciel ouvert	True	Monde	09	1	der Tagebau	True	Tagebau
9	der Untertagebau	l'exploitation souterraine	True	Monde	09	1	der Untertagebau	True	Untertagebau
10	die Stilllegung einer Grube	la ermeture d'une ine	True	Monde	09	1		False	
11	das Vorkommen, -, die Lagerstätte, n	le gisement	True	Monde	09	1	das Vorkommen	True	Vorkommen
12	das Lager, -, das Flöz, e	le gîte	True	Monde	09	1	das Lager	True	Lager
13	die Ader, n	le ilon, la veine	True	Monde	09	1	die Ader	True	Ader
14	aus-streichen, i, i	affleurer	True	Monde	09	1		False	
15	das Ganggestein, &	la gangue	True	Monde	09	1	das Ganggestein	True	Ganggestein
16	die Geode, n	la géode	True	Monde	09	1	die Geode	True	Geode
17	"der Block, ""e"	le bloc	True	Monde	09	1	der Block	True	Block
18	"der Einschluss, ""e"	l'inclusion 	True	Monde	09	1	der Einschluss	True	Einschluss
19	"der Steinbruch, ""e"	la carrière	True	Monde	09	1	der Steinbruch	True	Steinbruch
20	der Steinbrecher, -	le carrier	True	Monde	09	1	der Steinbrecher	True	Steinbrecher
21	der Steinmetz, en, en	le tailleur de pierre	True	Monde	09	1	der Steinmetz	True	Steinmetz
22	der Stein, e	la pierre	True	Monde	09	1	der Stein	True	Stein
23	steinern	de/en pierre	True	Monde	09	1		False	
24	steinig	pierreux, rocailleux	True	Monde	09	1		False	
25	der Gesteinshohrer, -	la perforatrice	True	Monde	09	1	der Gesteinshohrer	True	Gesteinshohrer
26	der Schlägel, -	la asse	True	Monde	09	1	der Schlägel	True	Schlägel
27	der Gesteinshammer, -	le arteau de géalogue	True	Monde	09	1	der Gesteinshammer	True	Gesteinshammer
28	brechen, a, o, i (Steine)	extraire	True	Monde	09	1		False	
29	zerschlagen, u, a, ä, klopfen	casser	True	Monde	09	1		False	
30	behauen, aute, auen	tailler	True	Monde	09	1		False	
31	"der Marmorbruch, ""e"	la arbrière	True	Monde	09	1	der Marmorbruch	True	Marmorbruch
32	"der Schieferbruch, ""e"	l'ardoisière 	True	Monde	09	1	der Schieferbruch	True	Schieferbruch
33	die Sandgrube, n	la sablière	True	Monde	09	1	die Sandgrube	True	Sandgrube
34	die Kiesgrube, n	la gravière	True	Monde	09	1	die Kiesgrube	True	Kiesgrube
0	künstlich	artificiel	True	Monde	09	2		False	
1	der Achat, e	l'agate 	True	Monde	09	2	der Achat	True	Achat
2	der Aquamarin, e	l'aigue-marine 	True	Monde	09	2	der Aquamarin	True	Aquamarin
3	der Bernstein, e	l'ambre jaune	True	Monde	09	2	der Bernstein	True	Bernstein
4	der Amethyst, &	l'améthyste 	True	Monde	09	2	der Amethyst	True	Amethyst
5	der Beryll, e	le béryl	True	Monde	09	2	der Beryll	True	Beryll
6	die Koralle, n	le corail	True	Monde	09	2	die Koralle	True	Koralle
7	der Korund, e	le corindon	True	Monde	09	2	der Korund	True	Korund
8	der Diamant, en, en	le diamant	True	Monde	09	2	der Diamant	True	Diamant
9	der Brillant, en, en	le brillant	True	Monde	09	2	der Brillant	True	Brillant
10	der Smaragd, e	l'émeraude 	True	Monde	09	2	der Smaragd	True	Smaragd
11	der Granat, e	le grenat	True	Monde	09	2	der Granat	True	Granat
12	der/die Jade	le jade	True	Monde	09	2	der Jade	True	Jade
13	der Jaspis, se	le jaspe	True	Monde	09	2	der Jaspis	True	Jaspis
14	der Lapislazuli, -	le lapis	True	Monde	09	2	der Lapislazuli	True	Lapislazuli
15	der Malachit, e	la alachite	True	Monde	09	2	der Malachit	True	Malachit
16	das Katzenauge, n	l'œil-de-chat 	True	Monde	09	2	das Katzenauge	True	Katzenauge
17	der Onyx, e	l'onyx 	True	Monde	09	2	der Onyx	True	Onyx
18	der Opal, e	l'opale 	True	Monde	09	2	der Opal	True	Opal
19	der Mondstein, e	la pierre de lune	True	Monde	09	2	der Mondstein	True	Mondstein
20	der Rubin, e	le rubis	True	Monde	09	2	der Rubin	True	Rubin
21	der Saphir, e	le saphir	True	Monde	09	2	der Saphir	True	Saphir
22	der Topas, e	la topaze	True	Monde	09	2	der Topas	True	Topas
23	der Turmalin, e	la tourmaline	True	Monde	09	2	der Turmalin	True	Turmalin
24	der Türkis, e	la turquoise	True	Monde	09	2	der Türkis	True	Türkis
0	silbern ;versilbert	en argent, d'argent ; argenté	True	Monde	10	0		False	
1	das Platin	le platine	True	Monde	10	0	das Platin	True	Platin
2	die Metallindustrie, die Metall verarbeitende Industrie	la étallurgie	True	Monde	10	0	die Metallindustrie	True	Metallindustrie
3	die Eisen- und Stahlindustrie	la sidérurgie	True	Monde	10	0		False	
4	die Hüttenproduktion	la production sidérurgique	True	Monde	10	0	die Hüttenproduktion	True	Hüttenproduktion
5	der Hüttenarbeiter, -	l'ouvrier métallurgiste	True	Monde	10	0	der Hüttenarbeiter	True	Hüttenarbeiter
6	"der Hochofen, """	le haut ourneau	True	Monde	10	0	der Hochofen	True	Hochofen
7	das Stahlwerk, e	l'aciérie	True	Monde	10	0	das Stahlwerk	True	Stahlwerk
8	die Gießerei, en	la onderie	True	Monde	10	0	die Gießerei	True	Gießerei
9	schmelzen, o, 0, i/faible	fondre r, aire ondre	True	Monde	10	0		False	
10	schmelzen‘, o, 0, i	fondre itr	True	Monde	10	0		False	
11	flüssig werden	entrer en usion	True	Monde	10	0		False	
12	in geschmolzenem Zustand	en usion	True	Monde	10	0		False	
13	gießen, 0, 0	couler, ouler	True	Monde	10	0		False	
14	der Abstich, e	la coulée	True	Monde	10	0	der Abstich	True	Abstich
15	das Walzwerk, e; walzen	le laminoir ; laminer	True	Monde	10	0	das Walzwerk	True	Walzwerk
16	das Walzeisen, -	le laminé	True	Monde	10	0	das Walzeisen	True	Walzeisen
17	das Flach-, Rund-, Vierkanteisen, -	la barre plate, ronde, carrée	True	Monde	10	0		False	
18	das Profileisen	le profilé	True	Monde	10	0	das Profileisen	True	Profileisen
19	die Platte, n	la plaque	True	Monde	10	0	die Platte	True	Platte
20	die Stange, n	la tige	True	Monde	10	0	die Stange	True	Stange
21	das Rohr, e	le tube	True	Monde	10	0	das Rohr	True	Rohr
22	das Bandeisen, -	le euillard	True	Monde	10	0	das Bandeisen	True	Bandeisen
23	"der (Eisen)draht, ""e"	le il de er	True	Monde	10	0	der (Eisen)draht	True	(Eisen)draht
24	die Metallbearbeitung	l'usinage des étaux	True	Monde	10	0	die Metallbearbeitung	True	Metallbearbeitung
25	etw bearbeiten	usiner qc	True	Monde	10	0		False	
26	kalt-schmieden	écrouir	True	Monde	10	0		False	
27	kümpeln	emboutir	True	Monde	10	0		False	
28	stanzen	estamper à roid, découper	True	Monde	10	0		False	
29	strecken	étirer	True	Monde	10	0		False	
30	die Schmiede, n	la orge	True	Monde	10	0	die Schmiede	True	Schmiede
31	schmieden ; schmiedbar	forger ; alléable	True	Monde	10	0		False	
32	"der Fallhammer, """	le arteau-pilon	True	Monde	10	0	der Fallhammer	True	Fallhammer
33	hämmern	marteler	True	Monde	10	0		False	
34	die Presse, n	la presse	True	Monde	10	0	die Presse	True	Presse
35	aus-glühen	recuire	True	Monde	10	0		False	
36	zu Draht ziehen, 0, o	tréfiler	True	Monde	10	0		False	
37	härten	tremper	True	Monde	10	0		False	
38	der Rost	la rouille	True	Monde	10	0	der Rost	True	Rost
39	rostfrei, nicht rostend	inoxydable	True	Monde	10	0		False	
40	rosten, verrosten	 rouiller, s'oxyder	True	Monde	10	0		False	
41	rostig, verrostet	rouillé	True	Monde	10	0		False	
42	verschrotten	mettre à la erraille	True	Monde	10	0		False	
43	der Schrotthändler, -	le errailleur	True	Monde	10	0	der Schrotthändler	True	Schrotthändler
44	der Maschinenbau	la construction écanique	True	Monde	10	0	der Maschinenbau	True	Maschinenbau
45	der Roboter, -	le robot	True	Monde	10	0	der Roboter	True	Roboter
46	"das Fließband, ""er"	la chaîne de ontage	True	Monde	10	0	das Fließband	True	Fließband
47	"der Laufkran, ""e"	le pont roulant	True	Monde	10	0	der Laufkran	True	Laufkran
48	die Werkzeugmaschine, n	la achine-outil	True	Monde	10	0	die Werkzeugmaschine	True	Werkzeugmaschine
49	der Monteur, e	l’ajusteur-monteur 	True	Monde	10	0	der Monteur	True	Monteur
50	der Fräser, - ; die Fräsmaschine	le raiseur ; la raiseuse	True	Monde	10	0	der Fräser	True	Fräser
51	der Bohrer, - ; die Bohrmaschine	le perceur ; la perceuse	True	Monde	10	0	der Bohrer	True	Bohrer
52	bohren ;aus-bohren	percer ; aléser	True	Monde	10	0		False	
53	der Schleifer, - ; die Schleifmaschin	le rectifieur ; la rectifieuse	True	Monde	10	0	der Schleifer	True	Schleifer
54	der Schweißer, -	le soudeur	True	Monde	10	0	der Schweißer	True	Schweißer
55	schweißen	souder à l'autogène	True	Monde	10	0		False	
56	der Schweißbrenner	le chalumeau	True	Monde	10	0	der Schweißbrenner	True	Schweißbrenner
57	löten	souder à l'étain	True	Monde	10	0		False	
58	der Lötkolben	le er à souder	True	Monde	10	0	der Lötkolben	True	Lötkolben
59	"der Dreher, - ; die Drehbank, ""e"	le tourneur ; le tour	True	Monde	10	0	der Dreher	True	Dreher
0	das Metall, e	le étal	True	Monde	10	1	das Metall	True	Metall
1	das Schwermetall	le étal lourd	True	Monde	10	1	das Schwermetall	True	Schwermetall
2	das Erz, @	le inerai	True	Monde	10	1	das Erz	True	Erz
3	der Erzgehalt	la teneur du inerai	True	Monde	10	1	der Erzgehalt	True	Erzgehalt
4	das Eisenerz	le inerai de er	True	Monde	10	1	das Eisenerz	True	Eisenerz
5	der Hämatit, &	lhématite 	True	Monde	10	1	der Hämatit	True	Hämatit
6	die Pechblende	la pechblende	True	Monde	10	1	die Pechblende	True	Pechblende
7	das Aluminium	Faluminium 	True	Monde	10	1	das Aluminium	True	Aluminium
8	der Bauxit, e	la bauxite	True	Monde	10	1	der Bauxit	True	Bauxit
9	das Antimon	l'antimoine 	True	Monde	10	1	das Antimon	True	Antimon
10	das Kadmium	le cadmium	True	Monde	10	1	das Kadmium	True	Kadmium
11	das Kalzium	le calcium	True	Monde	10	1	das Kalzium	True	Kalzium
12	das Chrom ; verchromen	le chrome ; chromer	True	Monde	10	1	das Chrom	True	Chrom
13	das Kobalt	le cobalt	True	Monde	10	1	das Kobalt	True	Kobalt
14	das Kupfer	le cuivre	True	Monde	10	1	das Kupfer	True	Kupfer
15	das Kupfergrün/der Grünspan	le vert-de-gris	True	Monde	10	1	"das Kupfergrün
der"	True	"Kupfergrün
der"
16	das Zinn ; verzinnen	l'étain ; étamer	True	Monde	10	1	das Zinn	True	Zinn
17	zinnhaltig	stannifére	True	Monde	10	1		False	
18	das Germanium	le germanium	True	Monde	10	1	das Germanium	True	Germanium
19	das Magnesium	le agnésium	True	Monde	10	1	das Magnesium	True	Magnesium
20	das Mangan	le anganèse	True	Monde	10	1	das Mangan	True	Mangan
21	das Quecksilber	le ercure	True	Monde	10	1	das Quecksilber	True	Quecksilber
22	das Nickel ; vernickeln	le nickel ; nickeler	True	Monde	10	1	das Nickel	True	Nickel
23	das Kalium	le potassium	True	Monde	10	1	das Kalium	True	Kalium
24	das Blei	le plomb	True	Monde	10	1	das Blei	True	Blei
25	das Radium	le radium	True	Monde	10	1	das Radium	True	Radium
26	das Wolfram	le tungstène	True	Monde	10	1	das Wolfram	True	Wolfram
27	das Uran	Furanium 	True	Monde	10	1	das Uran	True	Uran
28	das Zink ; verzinken	le zinc ; galvaniser	True	Monde	10	1	das Zink	True	Zink
29	das Eisen	le ter	True	Monde	10	1	das Eisen	True	Eisen
30	das Weicheisen	le er doux	True	Monde	10	1	das Weicheisen	True	Weicheisen
31	das Gusseisen, das Roheisen	la onte	True	Monde	10	1	das Gusseisen	True	Gusseisen
32	der Weiß-, Grauguss	la onte blanche, grise	True	Monde	10	1		False	
33	der Temperguss	la onte alléable	True	Monde	10	1	der Temperguss	True	Temperguss
34	"der Stahl, ""e"	Facier 	True	Monde	10	1	der Stahl	True	Stahl
35	der weiche Stahl	Facier doux	True	Monde	10	1		False	
36	der Hartstahl	Facier dur	True	Monde	10	1	der Hartstahl	True	Hartstahl
37	der Flussstahl	l'acier ondu	True	Monde	10	1	der Flussstahl	True	Flussstahl
38	"der Stahlguss, ""e"	l'acier moulé	True	Monde	10	1	der Stahlguss	True	Stahlguss
39	der Schmiedestahl ; der Walzstahl	l'acier orgé : l'acier laminé	True	Monde	10	1	"der Schmiedestahl
der"	True	"Schmiedestahl
der"
40	das Amalgam, e	l'amalgame 	True	Monde	10	1	das Amalgam	True	Amalgam
41	die Legierung, en	lalliage 	True	Monde	10	1	die Legierung	True	Legierung
42	das Messing	le laiton	True	Monde	10	1	das Messing	True	Messing
43	die Bronze, n	le bronze, l’airain	True	Monde	10	1	die Bronze	True	Bronze
